I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
55          1.0028e+10  6.2516e+11  1.3535e+02  1.5000e+03  6.7548e+10  1.2882e+02  1.5000e+03  1.2527e+08  1.3510e+02  1.5000e+03  2.0777e+07  1.3243e+02  1.5000e+03  1.4604e+08  1.3472e+02  1.5002e+03  
56          1.0036e+10  5.8005e+11  1.4518e+02  1.5000e+03  6.2759e+10  1.3817e+02  1.5000e+03  1.2331e+08  1.4489e+02  1.5000e+03  2.1757e+07  1.4209e+02  1.5000e+03  1.4507e+08  1.4447e+02  1.5002e+03  
57          1.0045e+10  5.3769e+11  1.5585e+02  1.5000e+03  5.8234e+10  1.4831e+02  1.5000e+03  1.2147e+08  1.5551e+02  1.5000e+03  2.2833e+07  1.5256e+02  1.5000e+03  1.4431e+08  1.5504e+02  1.5002e+03  
58          1.0053e+10  4.9794e+11  1.6749e+02  1.5000e+03  5.3969e+10  1.5938e+02  1.5000e+03  1.1982e+08  1.6708e+02  1.5000e+03  2.4045e+07  1.6397e+02  1.5000e+03  1.4386e+08  1.6656e+02  1.5002e+03  
59          1.0062e+10  4.6067e+11  1.8009e+02  1.5000e+03  4.9964e+10  1.7134e+02  1.5000e+03  1.1840e+08  1.7959e+02  1.5000e+03  2.5443e+07  1.7630e+02  1.5000e+03  1.4385e+08  1.7901e+02  1.5002e+03  
60          1.0071e+10  4.2576e+11  1.9463e+02  1.5000e+03  4.6213e+10  1.8518e+02  1.5000e+03  1.1728e+08  1.9402e+02  1.5000e+03  2.7083e+07  1.9055e+02  1.5000e+03  1.4437e+08  1.9337e+02  1.5002e+03  
61          1.0080e+10  3.9307e+11  2.0628e+02  1.5000e+03  4.2711e+10  1.9603e+02  1.5000e+03  1.1649e+08  2.0552e+02  1.5000e+03  2.9029e+07  2.0186e+02  1.5000e+03  1.4552e+08  2.0479e+02  1.5002e+03  
62          1.0089e+10  3.6252e+11  2.4325e+02  1.5000e+03  3.9458e+10  2.3212e+02  1.5000e+03  1.1606e+08  2.4233e+02  1.5000e+03  3.1343e+07  2.3849e+02  1.5000e+03  1.4741e+08  2.4151e+02  1.5002e+03  
63          1.0099e+10  3.3392e+11  2.7595e+02  1.5000e+03  3.6431e+10  2.6387e+02  1.5000e+03  1.1597e+08  2.7482e+02  1.5000e+03  3.4076e+07  2.7083e+02  1.5000e+03  1.5005e+08  2.7391e+02  1.5002e+03  
64          1.0108e+10  3.0691e+11  2.7650e+02  1.5018e+03  3.3566e+10  2.6342e+02  1.5018e+03  1.1615e+08  2.7513e+02  1.5018e+03  3.7241e+07  2.7102e+02  1.5018e+03  1.5339e+08  2.7413e+02  1.5020e+03  
