I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
56          1.0036e+10  4.0211e+11  1.8116e+01  1.0787e+03  5.1613e+10  6.9912e+00  1.0787e+03  6.5644e+07  1.7381e+01  1.0787e+03  1.1826e+07  1.2859e+01  1.0787e+03  7.7470e+07  1.6715e+01  1.0787e+03  
57          1.0045e+10  3.6319e+11  1.9920e+01  1.0692e+03  4.6955e+10  7.6653e+00  1.0692e+03  6.6285e+07  1.9000e+01  1.0692e+03  1.3642e+07  1.4468e+01  1.0692e+03  7.9928e+07  1.8250e+01  1.0693e+03  
58          1.0053e+10  3.2727e+11  2.1932e+01  1.0597e+03  4.2574e+10  8.4000e+00  1.0597e+03  6.6998e+07  2.0788e+01  1.0597e+03  1.5814e+07  1.6294e+01  1.0597e+03  8.2813e+07  1.9954e+01  1.0597e+03  
59          1.0062e+10  2.9421e+11  2.4164e+01  1.0502e+03  3.8468e+10  9.1866e+00  1.0502e+03  6.7693e+07  2.2752e+01  1.0502e+03  1.8346e+07  1.8336e+01  1.0502e+03  8.6039e+07  2.1834e+01  1.0502e+03  
60          1.0071e+10  2.6385e+11  2.6645e+01  1.0405e+03  3.4634e+10  1.0029e+01  1.0405e+03  6.8278e+07  2.4912e+01  1.0405e+03  2.1218e+07  2.0604e+01  1.0405e+03  8.9495e+07  2.3914e+01  1.0406e+03  
61          1.0080e+10  2.3605e+11  2.9411e+01  1.0309e+03  3.1067e+10  1.0931e+01  1.0309e+03  6.8673e+07  2.7292e+01  1.0309e+03  2.4386e+07  2.3108e+01  1.0309e+03  9.3059e+07  2.6219e+01  1.0309e+03  
62          1.0089e+10  2.1066e+11  3.2486e+01  1.0211e+03  2.7763e+10  1.1883e+01  1.0211e+03  6.8818e+07  2.9906e+01  1.0211e+03  2.7786e+07  2.5853e+01  1.0211e+03  9.6605e+07  2.8763e+01  1.0212e+03  
63          1.0099e+10  1.8753e+11  3.6092e+01  1.0114e+03  2.4714e+10  1.3065e+01  1.0114e+03  6.8682e+07  3.2959e+01  1.0114e+03  3.1340e+07  2.9036e+01  1.0114e+03  1.0002e+08  3.1753e+01  1.0114e+03  
64          1.0108e+10  1.6652e+11  3.9497e+01  1.0016e+03  2.1912e+10  1.3696e+01  1.0016e+03  6.8265e+07  3.5699e+01  1.0016e+03  3.4960e+07  3.1901e+01  1.0016e+03  1.0323e+08  3.4436e+01  1.0016e+03  
65          1.0118e+10  1.4749e+11  4.7491e+01  9.9169e+02  1.9349e+10  1.8502e+01  9.9169e+02  6.7601e+07  4.2896e+01  9.9169e+02  3.8558e+07  3.9215e+01  9.9169e+02  1.0616e+08  4.1584e+01  9.9171e+02  
66          1.0128e+10  1.3031e+11  8.3875e+01  9.8178e+02  1.7018e+10  5.1235e+01  9.8178e+02  6.6754e+07  7.8328e+01  9.8178e+02  4.2047e+07  7.4760e+01  9.8178e+02  1.0880e+08  7.6972e+01  9.8180e+02  
67          1.0137e+10  1.1474e+11  8.6785e+01  9.7248e+02  1.4883e+10  5.0085e+01  9.7248e+02  6.5779e+07  8.0111e+01  9.7248e+02  4.5305e+07  7.6656e+01  9.7248e+02  1.1108e+08  7.8725e+01  9.7252e+02  
68          1.0147e+10  1.0051e+11  4.8895e+01  9.6640e+02  1.2894e+10  7.7151e+00  9.6640e+02  6.4709e+07  4.0894e+01  9.6640e+02  4.8151e+07  3.7542e+01  9.6640e+02  1.1286e+08  3.9489e+01  9.6645e+02  
69          1.0158e+10  8.7435e+10  3.6004e+01  9.6573e+02  1.1027e+10  -1.0248e+01 9.6573e+02  6.3609e+07  2.6442e+01  9.6574e+02  5.0440e+07  2.3167e+01  9.6574e+02  1.1405e+08  2.5016e+01  9.6579e+02  
70          1.0168e+10  7.5477e+10  2.6180e+01  9.7261e+02  9.2910e+09  -2.5841e+01 9.7261e+02  6.2574e+07  1.4813e+01  9.7262e+02  5.2072e+07  1.1581e+01  9.7262e+02  1.1465e+08  1.3368e+01  9.7266e+02  
71          1.0178e+10  6.4633e+10  3.1205e+01  9.8895e+02  7.7011e+09  -2.7350e+01 9.8895e+02  6.1685e+07  1.7798e+01  9.8896e+02  5.2968e+07  1.4576e+01  9.8897e+02  1.1465e+08  1.6333e+01  9.8901e+02  
72          1.0189e+10  5.4921e+10  4.7700e+01  1.0167e+03  6.2756e+09  -1.8113e+01 1.0167e+03  6.1001e+07  3.2061e+01  1.0167e+03  5.3075e+07  2.8815e+01  1.0167e+03  1.1408e+08  3.0574e+01  1.0167e+03  
73          1.0200e+10  4.6346e+10  7.7543e+01  1.0577e+03  5.0271e+09  3.9573e+00  1.0577e+03  6.0540e+07  5.9553e+01  1.0577e+03  5.2366e+07  5.6254e+01  1.0577e+03  1.1291e+08  5.8046e+01  1.0577e+03  
74          1.0211e+10  3.8889e+10  1.1917e+02  1.1139e+03  3.9597e+09  3.7791e+01  1.1139e+03  6.0293e+07  9.8818e+01  1.1139e+03  5.0848e+07  9.5445e+01  1.1139e+03  1.1114e+08  9.7298e+01  1.1140e+03  
