I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
74          1.0211e+10  2.3650e+11  3.1348e+01  4.8978e-02  7.7274e+09  1.0289e+01  1.6003e-03  4.4565e+07  3.0426e+01  9.2293e-06  2.2912e+06  2.0703e+01  4.7449e-07  4.6857e+07  2.9953e+01  9.7047e-06  
75          1.0222e+10  2.1790e+11  3.3906e+01  4.5126e-02  7.4152e+09  1.1273e+01  1.5357e-03  4.6497e+07  3.2910e+01  9.6293e-06  2.7515e+06  2.3630e+01  5.6982e-07  4.9249e+07  3.2402e+01  1.0200e-05  
76          1.0233e+10  2.0050e+11  3.6204e+01  4.1523e-02  7.0983e+09  1.1851e+01  1.4700e-03  4.8377e+07  3.5126e+01  1.0019e-05  3.2855e+06  2.6263e+01  6.8041e-07  5.1663e+07  3.4545e+01  1.0700e-05  
77          1.0245e+10  1.8425e+11  3.9893e+01  3.8157e-02  6.7779e+09  1.3660e+01  1.4037e-03  5.0180e+07  3.8722e+01  1.0392e-05  3.8983e+06  3.0247e+01  8.0732e-07  5.4078e+07  3.8095e+01  1.1200e-05  
78          1.0256e+10  1.6909e+11  4.2726e+01  3.5018e-02  6.4554e+09  1.4438e+01  1.3369e-03  5.1882e+07  4.1449e+01  1.0745e-05  4.5936e+06  3.3333e+01  9.5133e-07  5.6476e+07  4.0798e+01  1.1697e-05  
79          1.0268e+10  1.5497e+11  4.3620e+01  3.2094e-02  6.1317e+09  1.3080e+01  1.2699e-03  5.3462e+07  4.2223e+01  1.1072e-05  5.3733e+06  3.4435e+01  1.1128e-06  5.8836e+07  4.1514e+01  1.2186e-05  
80          1.0280e+10  1.4185e+11  6.5012e+01  2.9376e-02  5.8090e+09  3.2000e+01  1.2030e-03  5.4907e+07  6.3476e+01  1.1371e-05  6.2370e+06  5.5992e+01  1.2916e-06  6.1144e+07  6.2714e+01  1.2664e-05  
81          1.0292e+10  1.2965e+11  8.5989e+01  2.6850e-02  5.4868e+09  5.0320e+01  1.1363e-03  5.6197e+07  8.4290e+01  1.1638e-05  7.1789e+06  7.7090e+01  1.4867e-06  6.3376e+07  8.3475e+01  1.3126e-05  
82          1.0304e+10  1.1823e+11  7.4121e+01  2.4511e-02  5.1584e+09  3.5638e+01  1.0694e-03  5.7298e+07  7.2223e+01  1.1878e-05  8.1828e+06  6.5275e+01  1.6964e-06  6.5481e+07  7.1357e+01  1.3576e-05  
83          1.0317e+10  1.0746e+11  6.2227e+01  2.2351e-02  4.8177e+09  2.0693e+01  1.0021e-03  5.8173e+07  6.0084e+01  1.2100e-05  9.2249e+06  5.3332e+01  1.9188e-06  6.7398e+07  5.9161e+01  1.4020e-05  
