I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
67          2.7985e+09  1.4402e+13  1.5847e+00  6.5000e+02  9.4776e+11  1.2971e+00  6.5000e+02  9.6593e+06  1.5852e+00  6.5000e+02  9.8139e+03  1.0370e+00  6.5000e+02  9.6692e+06  1.5833e+00  6.5005e+02  
68          2.8017e+09  1.3765e+13  1.6747e+00  6.5000e+02  9.1117e+11  1.3739e+00  6.5000e+02  9.4628e+06  1.6753e+00  6.5000e+02  9.8231e+03  1.1051e+00  6.5000e+02  9.4727e+06  1.6733e+00  6.5006e+02  
69          2.8050e+09  1.3148e+13  1.7703e+00  6.5000e+02  8.7567e+11  1.4556e+00  6.5000e+02  9.2676e+06  1.7709e+00  6.5000e+02  9.8320e+03  1.1776e+00  6.5000e+02  9.2775e+06  1.7689e+00  6.5006e+02  
70          2.8083e+09  1.2548e+13  1.8718e+00  6.5000e+02  8.4124e+11  1.5424e+00  6.5000e+02  9.0736e+06  1.8725e+00  6.5000e+02  9.8406e+03  1.2549e+00  6.5000e+02  9.0835e+06  1.8704e+00  6.5006e+02  
71          2.8116e+09  1.1968e+13  1.9798e+00  6.5000e+02  8.0783e+11  1.6347e+00  6.5000e+02  8.8809e+06  1.9805e+00  6.5000e+02  9.8491e+03  1.3373e+00  6.5000e+02  8.8908e+06  1.9783e+00  6.5006e+02  
72          2.8150e+09  1.1405e+13  2.0942e+00  6.5000e+02  7.7542e+11  1.7325e+00  6.5000e+02  8.6897e+06  2.0949e+00  6.5000e+02  9.8573e+03  1.4248e+00  6.5000e+02  8.6996e+06  2.0928e+00  6.5007e+02  
73          2.8185e+09  1.0861e+13  2.2175e+00  6.5000e+02  7.4399e+11  1.8381e+00  6.5000e+02  8.4998e+06  2.2182e+00  6.5000e+02  9.8652e+03  1.5196e+00  6.5000e+02  8.5098e+06  2.2160e+00  6.5007e+02  
74          2.8220e+09  1.0335e+13  2.3387e+00  6.5000e+02  7.1350e+11  1.9407e+00  6.5000e+02  8.3114e+06  2.3395e+00  6.5000e+02  9.8729e+03  1.6110e+00  6.5000e+02  8.3213e+06  2.3372e+00  6.5007e+02  
75          2.8256e+09  9.8265e+12  2.5187e+00  6.5000e+02  6.8395e+11  2.1008e+00  6.5000e+02  8.1244e+06  2.5196e+00  6.5000e+02  9.8801e+03  1.7611e+00  6.5000e+02  8.1344e+06  2.5177e+00  6.5007e+02  
76          2.8293e+09  9.3356e+12  2.5506e+00  6.5000e+02  6.5529e+11  2.1115e+00  6.5000e+02  7.9388e+06  2.5515e+00  6.5000e+02  9.8883e+03  1.7433e+00  6.5000e+02  7.9488e+06  2.5482e+00  6.5008e+02  
77          2.8330e+09  8.8620e+12  2.8892e+00  6.5000e+02  6.2751e+11  2.4275e+00  6.5000e+02  7.7545e+06  2.8902e+00  6.5000e+02  9.8953e+03  2.0764e+00  6.5000e+02  7.7645e+06  2.8870e+00  6.5008e+02  
78          2.8368e+09  8.4056e+12  2.8986e+00  6.5000e+02  6.0059e+11  2.4128e+00  6.5000e+02  7.5714e+06  2.8996e+00  6.5000e+02  9.9010e+03  2.0308e+00  6.5000e+02  7.5814e+06  2.8974e+00  6.5008e+02  
79          2.8406e+09  7.9660e+12  3.1360e+00  6.5000e+02  5.7451e+11  2.6246e+00  6.5000e+02  7.3894e+06  3.1371e+00  6.5000e+02  9.9078e+03  2.2306e+00  6.5000e+02  7.3994e+06  3.1346e+00  6.5009e+02  
